std_company_name,ISIN,bse_symbol,nse_symbol
eMudhra Limited,INE01QM01018,EMUDHRA,EMUDHRA
Suprajit Engineering Ltd.,INE399C01030,SUPRAJIT,SUPRAJIT
Jindal Worldwide Ltd.,INE247D01039,JINDWORLD,JINDWORLD
Sudarshan Chemical Indus. Ltd.,INE659A01023,SUDARSCHEM,SUDARSCHEM
Unimech Aerospace and Manufacturing Limited,INE0U3I01011,UNIMECH,UNIMECH
Gabriel India Ltd.,INE524A01029,GABRIEL,GABRIEL
Ashoka Buildcon Limited,INE442H01029,ASHOKA,ASHOKA
Kennametal India Limtied,INE717A01029,KENNAMET,
V.I.P. Industries Ltd.,INE054A01027,VIPIND,VIPIND
Surya Roshni Ltd.,INE335A01020,SURYAROSNI,SURYAROSNI
ZINKA LOGISTICS SOLUTIONS LIMITED,INE0UIZ01018,BLACKBUCK,BLACKBUCK
KRBL Ltd.,INE001B01026,KRBL,KRBL
Gokaldas Exports Ltd,INE887G01027,GOKEX,GOKEX
Ami Organics Limited,INE00FF01017,AMIORG,AMIORG
Nesco Ltd,INE317F01035,NESCO,NESCO
Sharda Motor Industries Ltd,INE597I01028,SHARDAMOTR,SHARDAMOTR
Kesoram Industries Ltd,INE087A01019,KESORAMIND,KESORAMIND
BHARAT GLOBAL DEVELOPERS LIMITED,INE893C01032,BGDL,
Hindustan Foods Ltd.,INE254N01026,HNDFDS,HNDFDS
ORIENT CEMENT LIMITED,INE876N01018,ORIENTCEM,ORIENTCEM
South Indian Bank Ltd.,INE683A01023,SOUTHBANK,SOUTHBANK
TARC LIMITED,INE0EK901012,TARC,TARC
BOROSIL RENEWABLES LIMITED,INE666D01022,BORORENEW,BORORENEW
TD Power Systems Ltd,INE419M01027,TDPOWERSYS,TDPOWERSYS
Easy Trip Planners Limited,INE07O001026,EASEMYTRIP,EASEMYTRIP
NIIT Learning Systems Limited,INE342G01023,NIITMTS,NIITMTS
STRIDES PHARMA SCIENCE LIMITED,INE939A01011,STAR,STAR
Bansal Wire Industries Limited,INE0B9K01025,BANSALWIRE,BANSALWIRE
Rallis India Ltd,INE613A01020,RALLIS,RALLIS
Bondada Engineering Limited,INE0Q8P01029,BONDADA,
PRIVI SPECIALITY CHEMICALS LIMITED,INE959A01019,PRIVISCL,PRIVISCL
Ceigall India Limited,INE0AG901020,CEIGALL,CEIGALL
Jai Corp Limited,INE070D01027,JAICORPLTD,JAICORPLTD
VST Industries Ltd.,INE710A01016,VSTIND,VSTIND
SpiceJet Limited,INE285B01017,SPICEJET,
National Fertilizers Ltd.,INE870D01012,NFL,NFL
Sterlite Technologies Limited.,INE089C01029,STLTECH,STLTECH
ICRA Limited,INE725G01011,ICRA,ICRA
Pilani Investment And Industries Corporation Limited,INE417C01014,PILANIINVS,PILANIINVS
Rolex Rings Limited,INE645S01016,ROLEXRINGS,ROLEXRINGS
Go Fashion (India) Limited,INE0BJS01011,GOCOLORS,GOCOLORS
Share India Securities Limited,INE932X01026,SHAREINDIA,SHAREINDIA
Aditya Vision Limited,INE679V01027,AVL,AVL
Gulf Oil Lubricants India Limited,INE635Q01029,GULFOILLUB,GULFOILLUB
LUX Industries Limited,INE150G01020,LUXIND,LUXIND
PC JEWELLER LIMITED,INE785M01021,PCJEWELLER,PCJEWELLER
MAGELLANIC CLOUD LIMITED,INE613C01026,MCLOUD,
GMM Pfaudler Ltd.,INE541A01023,GMMPFAUDLR,GMMPFAUDLR
Gujarat Ambuja Exports Ltd.,INE036B01030,GAEL,GAEL
Le Travenues Technology Limited,INE0HV901016,IXIGO,IXIGO
AGI GREENPAC LIMITED,INE415A01038,AGI,AGI
Prince Pipes and Fittings Limited,INE689W01016,PRINCEPIPE,PRINCEPIPE
Pricol Limited,INE726V01018,PRICOLLTD,PRICOLLTD
GHCL Ltd.,INE539A01019,GHCL,GHCL
Allcargo Logistics Ltd,INE418H01029,ALLCARGO,ALLCARGO
J. Kumar Infraprojects Limited,INE576I01022,JKIL,JKIL
India Tourism Development Corporati,INE353K01014,ITDC,ITDC
Tilaknagar Industries Ltd,INE133E01013,TI,TI
HealthCare Global Enterprises Limited,INE075I01017,HCG,HCG
D.B.Corp Limited,INE950I01011,DBCORP,DBCORP
SIS LIMITED,INE285J01028,SIS,SIS
Gujarat Alkalis & Chemicals Ltd.,INE186A01019,GUJALKALI,GUJALKALI
R Systems International Limited,INE411H01032,RSYSTEMS,RSYSTEMS
PTC India Ltd,INE877F01012,PTC,PTC
INOX GREEN ENERGY SERVICES LIMITED,INE510W01014,INOXGREEN,INOXGREEN
LLOYDS ENTERPRISES LIMITED,INE080I01025,LLOYDSENT,LLOYDSENT
Entero Healthcare Solutions Limited,INE010601016,ENTERO,ENTERO
Sharda Cropchem Limited,INE221J01015,SHARDACROP,SHARDACROP
Ujaas Energy Limited,INE899L01030,UEL,UEL
Kovai Medical Center & Hospital Ltd,INE177F01017,KOVAI,
Aarti Pharmalabs Limited,INE0LRU01027,AARTIPHARM,AARTIPHARM
Rain Industries Limited,INE855B01025,RAIN,RAIN
CSB Bank Limited,INE679A01013,CSBBANK,CSBBANK
Cyient DLM Limited,INE055S01018,CYIENTDLM,CYIENTDLM
Thangamayil Jewellery Limited,INE085J01014,THANGAMAYL,THANGAMAYL
Banco Products (India) Ltd.,INE213C01025,BANCOINDIA,BANCOINDIA
JANA SMALL FINANCE BANK LIMITED,INE953L01027,JSFB,JSFB
Johnson Controls-Hitachi Air Conditioning India Ltd.,INE782A01015,JCHAC,JCHAC
Hemisphere Properties India Limited,INE0AJG01018,HEMIPROP,HEMIPROP
MTAR Technologies Limited,INE864I01014,MTARTECH ,MTARTECH
Orient Electric Limited,INE142Z01019,ORIENTELEC,ORIENTELEC
Manorama Industries Limited,INE00VM01036,MANORAMA,MANORAMA
Skipper Limited,INE439E01022,SKIPPER,SKIPPER
MSTC Limited,INE255X01014,MSTCLTD,MSTCLTD
PAISALO DIGITAL LIMITED,INE420C01059,PAISALO,PAISALO
Kirloskar Industries Ltd,INE250A01039,KIRLOSIND,KIRLOSIND
Optiemus Infracom Limited,INE350C01017,OPTIEMUS,OPTIEMUS
The Anup Engineering Ltd,INE294Z01018,ANUP,ANUP
Shilchar Technologies Ltd.,INE024F01011,SHILCTECH,
ENVIRO INFRA ENGINEERS LIMITED,INE0LLY01014,EIEL,EIEL
Bharat Bijlee Ltd.,INE464A01036,BBL,BBL
MAS Financial Services Limited,INE348L01012,MASFIN,MASFIN
Dynamatic Technologies Ltd.,INE221B01012,DYNAMATECH,DYNAMATECH
HeidelbergCement  India Limited,INE578A01017,HEIDELBERG,HEIDELBERG
ZAGGLE PREPAID OCEAN SERVICES LIMITED,INE07K301024,ZAGGLE,ZAGGLE
Heritage Foods Limited,INE978A01027,HERITGFOOD,HERITGFOOD
Vaibhav Global Ltd,INE884A01027,VAIBHAVGBL,VAIBHAVGBL
WPIL Ltd,INE765D01022,WPIL,
Kaveri Seed Company Ltd,INE455I01029,KSCL,KSCL
TeamLease Services Limited,INE985S01024,TEAMLEASE,TEAMLEASE
CarTrade Tech Limited,INE290S01011,CARTRADE,CARTRADE
Restaurant Brands Asia Limited,INE07T201019,RBA,RBA
Neogen Chemicals Limited,INE136S01016,NEOGEN,NEOGEN
Borosil Limited,INE02PY01013,BOROLTD,BOROLTD
Awfis Space Solutions Limited,INE108V01019,AWFIS,AWFIS
Ganesha Ecosphere Limited,INE845D01014,GANECOS,GANECOS
VRL Logistics Limited,INE366I01010,VRLLOG,VRLLOG
Refex Industries Limited,INE056I01025,REFEX,REFEX
Wonderla Holidays Limited,INE066O01014,WONDERLA,WONDERLA
UTKARSH SMALL FINANCE BANK LIMITED,INE735W01017,UTKARSHBNK,UTKARSHBNK
Gopal Snacks Limited,INE0L9R01028,GOPAL,GOPAL
Bharat Rasayan Limited,INE838B01013,BHARATRAS,BHARATRAS
E2E Networks Ltd.,INE255Z01019,,E2E
Advanced Enzyme Technologies Limited,INE837H01020,ADVENZYMES,ADVENZYMES
Shaily Engineering Plastics Ltd.,INE151G01028,SHAILY,SHAILY
Bajaj Hindusthan Sugar Limited,INE306A01021,BAJAJHIND,BAJAJHIND
Unichem Laboratories Ltd.,INE351A01035,UNICHEMLAB,UNICHEMLAB
Orissa Minerals Development Company Limited,INE725E01024,ORISSAMINE,ORISSAMINE
YATHARTH HOSPITAL & TRAUMA CARE SERVICES LIMITED,INE0JO301016,YATHARTH,YATHARTH
Patel Engineering Ltd,INE244B01030,PATELENG,PATELENG
NOCIL Ltd,INE163A01018,NOCIL,NOCIL
Harsha Engineers International Limited,INE0JUS01029,HARSHA,HARSHA
Gateway Distriparks Limited,INE079J01017,GATEWAY,GATEWAY
ROSSARI BIOTECH LIMITED,INE02A801020,ROSSARI,ROSSARI
Jamna Auto Industries Ltd.,INE039C01032,JAMNAAUTO,JAMNAAUTO
Supriya Lifescience Limited,INE07RO01027,SUPRIYA,SUPRIYA
Jain Irrigation Systems Ltd.,INE175A01038,JISLJALEQS,JISLJALEQS
Aarti Drugs Limited,INE767A01016,AARTIDRUGS,AARTIDRUGS
MOSCHIP TECHNOLOGIES LIMITED,INE935B01025,MOSCHIP,
Websol Energy System Limited,INE855C01015,WEBELSOLAR,WEBELSOLAR
Pearl Global Industries Limited,INE940H01022,PGIL,PGIL
Sital Leasing And Finance Limited,INE341O01029,,
Thyrocare Technologies Limited,INE594H01019,THYROCARE,THYROCARE
PITTI ENGINEERING LIMITED,INE450D01021,PITTIENG,PITTIENG
Grauer & Weil (India) Ltd.,INE266D01021,GRAUWEIL,
Hawkins Cooker Ltd.,INE979B01015,HAWKINCOOK,
Paras Defence and Space Technologies Limited,INE045601015,PARAS,PARAS
Ramky Infrastructure Limited,INE874I01013,RAMKY,RAMKY
Styrenix Performance Materials Limited,INE189B01011,STYRENIX,STYRENIX
JTEKT India Limited,INE643A01035,JTEKTINDIA,JTEKTINDIA
Hikal Ltd.,INE475B01022,HIKAL,HIKAL
Uflex Limited,INE516A01017,UFLEX,UFLEX
SG MART LIMITED,INE385F01024,SGMART,
Greenpanel Industries Limited,INE08ZM01014,GREENPANEL,GREENPANEL
Shanthi Gears Ltd.,INE631A01022,SHANTIGEAR,SHANTIGEAR
Subros Ltd.,INE287B01021,SUBROS,SUBROS
Bombay Dyeing & Mfg. Co. Ltd.,INE032A01023,BOMDYEING,BOMDYEING
SUNDARAM-CLAYTON LIMITED,INE0Q3R01026,SUNCLAY,SUNCLAY
EMS LIMITED,INE0OV601013,EMSLIMITED,EMSLIMITED
One Mobikwik Systems Limited,INE0HLU01028,MOBIKWIK,MOBIKWIK
INNOVA CAPTAB LIMITED,INE0DUT01020,INNOVACAP,INNOVACAP
Jayaswal Neco Industries Ltd,INE854B01010,JAYNECOIND,JAYNECOIND
Greenply Industries Ltd,INE461C01038,GREENPLY,GREENPLY
Balmer Lawrie & Co. Ltd.,INE164A01016,BALMLAWRIE,BALMLAWRIE
IMAGICAAWORLD ENTERTAINMENT LIMITED,INE172N01012,IMAGICAA,IMAGICAA
Sequent Scientific Limited,INE807F01027,SEQUENT,SEQUENT
Bannari Amman Sugars Ltd.,INE459A01010,BANARISUG,BANARISUG
